opportunity_reference,account_name,opportunity_name,project_type,stage,probability,estimated_value,expected_close_date,sales_owner,technical_owner,customer_budget,competitors,next_step,next_action_date,status,notes
SS-25-0132,Tasnee,Portable wireless vibration sensors with software platform t,New,Awarded,70,344723.4,2025-10-01,Shady Moussa,Rania,0,,,2025-10-01,Won,"Business Unit: Project | End User: Tasnee | Industry: Petrochemical | Original Stage: Won | Forecast GM: 30.0% / 103,417.02 | Delivery: 2025-08-21 | Must Win: Yes"
SS-25-0131,ALLIED TRADING COMPANY LLC,Supply differential pressure & prssure transmitter,New,Lost,70,37876.06,2025-12-01,Shady Moussa,Nishar,0,,,2025-12-01,Lost,"Business Unit: Trading | End User: MAADAN | Industry: Oil & Gas | Original Stage: Lost | Forecast GM: 25.0% / 21,210.60 | Delivery: 2025-02-05 | Must Win: Yes | Quality: Source GM value differs materially from Gross × GM %"
SS-25-0130,RAPCO Group,Supply Flow meter & Valves,New,On Hold,70,0.0,2025-11-01,Shady Moussa,Nishar,0,,,2025-11-01,On Hold,Business Unit: Trading | End User: NWC | Industry: Power & Water | Original Stage: On-Hold | Forecast GM: 25.0% / 0.00 | Delivery: 2026-02-03 | Must Win: Yes | Quality: Gross value missing
SS-25-0129,Taaheel Environmental Service Factory Company,Supply PD Meter,New,Lost,70,0.0,2025-11-01,Shady Moussa,Nishar,0,,,2025-11-01,Lost,Business Unit: Trading | End User: Taaheel Environmental Service Factory Company | Industry: Oil & Gas | Original Stage: Canceled | Forecast GM: 0.0% / 0.00 | Delivery: 2025-08-18 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Gross value missing; GM % missing
SS-25-0128,National Gas,Supply Gas pressure rgulator with the filter,New,Lost,70,0.0,2025-11-01,Shady Moussa,,0,,,2025-11-01,Lost,Business Unit: Trading | End User: National Gas | Industry: Oil & Gas | Original Stage: Canceled | Forecast GM: 25.0% / 0.00 | Delivery: 2026-02-11 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Gross value missing; Assigned To missing
SS-25-0127,National Gas - SADARA,Supply Reg. Pump Skid Control panel,New,Lost,40,25211.0,2025-12-01,Shady Moussa,Nishar,0,,,2025-12-01,Lost,"Business Unit: Trading | End User: National Gas | Industry: Oil & Gas | Original Stage: Canceled | Forecast GM: 40.0% / 10,084.40 | Delivery: 2026-01-08 | Must Win: Yes"
SS-25-0126,SEC,Truck Unloading System,Replacement,Proposal,90,7000000.0,2026-01-01,,Rania,0,,,2026-01-01,Open,"Business Unit: Trading | End User: SEC | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 15.0% / 1,050,000.00 | Delivery: 2026-06-11 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Salesman missing"
SS-25-0125,KSB Pumps Arabia Ltd,Request for Flexim (FLUXUS F60x) Flow Meter,New,Lost,70,55135.0,2025-12-01,Shady Moussa,Nishar,0,,,2025-12-01,Lost,"Business Unit: Trading | End User: KSB Pumps Arabia Ltd | Industry: Oil & Gas | Original Stage: Lost | Forecast GM: 30.0% / 16,540.50 | Delivery: 2025-12-24 | Must Win: Yes"
SS-25-0124,Yansab,ph-cL Analyzers,New,Proposal,70,500000.0,2025-01-01,,Rania Abdelrahim,0,,,2025-01-01,Open,"Business Unit: Project | End User: Yansab | Industry: Petrochemical | Original Stage: Firm | Forecast GM: 15.0% / 500,000.00 | Delivery: 0 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Source GM value differs materially from Gross × GM %; Salesman missing"
SS-25-0123,SAUDI PLASTIC PRODUCTS COMPANY (SAPPCO),Upgrading the control system of Mixer Complex machine.,New,Lost,70,60032.11,2026-02-01,Shady Moussa,Rania,0,,,2026-02-01,Lost,"Business Unit: Project | End User: SAUDI PLASTIC PRODUCTS COMPANY (SAPPCO) | Industry: Power & Water | Original Stage: Canceled | Forecast GM: 47.0% / 28,215.09 | Delivery: 2026-02-01 | Must Win: Yes"
SS-25-0122,Clariant Tammimi,E-house Material Requisition Calixarene GEN 2 Proje,New,Qualification,40,3000000.0,2026-01-01,,Rania,0,,,2026-01-01,Open,"Business Unit: Project | End User: Clariant Tammimi | Industry: Chemical | Original Stage: Budgetary | Forecast GM: 30.0% / 600,000.00 | Delivery: 2025-08-06 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Source GM value differs materially from Gross × GM %; Salesman missing"
SS-25-0121,Haif,Supply instrument devices,New,Proposal,70,4000000.0,2026-11-01,Shady Moussa,Nishar,0,,,2026-11-01,Open,"Business Unit: Trading | End User: Royal Commission for Riyadh City | Industry: Power & Water | Original Stage: Firm | Forecast GM: 30.0% / 1,200,000.00 | Delivery: 2025-11-05 | Must Win: Yes"
SS-25-0120,RAPPCO,SCADA SYSTEM,New,On Hold,70,0.0,2026-04-01,Shady Moussa,Rania,0,,,2026-04-01,On Hold,Business Unit: Project | End User: NWC | Industry: Power & Water | Original Stage: On-Hold | Forecast GM: 30.0% / 0.00 | Delivery: 2026-01-15 | Must Win: Yes | Quality: Gross value missing
SS-25-0119,ARAMCO,Upgrade supervisory & GC for Ethane gas & FC for Sales gas,Upgrade,Qualification,70,2158448.81,2027-02-01,Shady Moussa,Nishar,0,,,2027-02-01,Open,"Business Unit: Trading | End User: PETROKEMYA | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 35.0% / 755,457.08 | Delivery: 2026-12-10 | Must Win: Yes"
SS-25-0118,Gas Arabia,Supply Field Mounted Flow Computer,New,Lost,70,0.0,2025-12-01,Shady Moussa,Nishar,0,,,2025-12-01,Lost,Business Unit: Trading | End User: ARAMCO | Industry: Oil & Gas | Original Stage: Canceled | Forecast GM: 25.0% / 0.00 | Delivery: 2026-02-11 | Must Win: Yes | Quality: Gross value missing
SS-25-0117,Tihama Power Generation Co Ltd,supply of Ultrasonic Flow Meter Spares - UGP,New,Awarded,70,196790.08,2026-04-01,Shady Moussa,Nishar,0,,,2026-04-01,Won,"Business Unit: Trading | End User: ARAMCO | Industry: Oil & Gas | Original Stage: Won | Forecast GM: 25.0% / 48,338.29 | Delivery: 2025-07-28 | Must Win: Yes"
SS-25-0116,yansab,replacement of TOC Analyzer,Replacement,Proposal,90,1000000.0,2025-12-01,,Rania,0,,,2025-12-01,Open,"Business Unit: Project | End User: yansab | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 20.0% / 1,000,000.00 | Delivery: 2025-07-28 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Source GM value differs materially from Gross × GM %; Salesman missing"
SS-25-0115,Gas Arabian Services Co,SUPPLY LEVEL & PRESSURE INSTRUMENTS,New,Lost,70,0.0,2025-11-01,Shady Moussa,Nishar,0,,,2025-11-01,Lost,Business Unit: Trading | End User: ARAMCO | Industry: Oil & Gas | Original Stage: Canceled | Forecast GM: 25.0% / 0.00 | Delivery: 2025-07-22 | Must Win: Yes | Quality: Gross value missing
SS-25-0114,WTTCO,"Supply of ELEC,PANELS_Jubail Pipeline.",New,Qualification,40,0.0,2025-12-01,Shady Moussa,Mohamed Nishar,0,,Lost Due to Not Submitted the Proposal,2025-12-01,Open,"Business Unit: Trading | End User: WTTCO | Industry: Power & Water | Original Stage: Budgetary | Forecast GM: 20.0% / 2,500.00 | Delivery: 2025-07-22 | Must Win: No | Quality: Gross value missing"
SS-25-0113,NEOM,Remote Automation Technical Support,New,Lost,70,2500.0,2025-08-01,Shady Moussa,Rania,0,,,2025-08-01,Lost,Business Unit: Service | End User: NEOM | Industry: Power & Water | Original Stage: Canceled | Forecast GM: 30.0% / 750.00 | Delivery: 2025-07-22 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User
SS-25-0112,Alderly,Survey visit of Validation & Calibration Elster UFM,New,Awarded,70,33700.0,2025-08-01,,Nishar,0,,,2025-08-01,Won,"Business Unit: Trading | End User: ARAMCO | Industry: Oil & Gas | Original Stage: Won | Forecast GM: 25.0% / 8,425.00 | Delivery: 2025-08-31 | Must Win: Yes | Quality: Salesman missing"
SS-25-0111,Honeywell,Upgrading FC,New,Lost,70,0.0,2025-10-01,Shady Moussa,Rania,0,,,2025-10-01,Lost,Business Unit: Service | End User: CHEMANOL | Industry: Petrochemical | Original Stage: Canceled | Forecast GM: 30.0% / 0.00 | Delivery: 2025-07-17 | Must Win: Yes | Quality: Gross value missing
SS-25-0110,ARAMCO,Supply regulator spares,New,Lost,70,113254.97,2026-02-01,Shady Moussa,Nishar,0,,,2026-02-01,Lost,"Business Unit: Trading | End User: AL MEER | Industry: Oil & Gas | Original Stage: Canceled | Forecast GM: 30.0% / 21,084.70 | Delivery: 2026-03-12 | Must Win: Yes | Quality: Source GM value differs materially from Gross × GM %"
SS-25-0109,Enerfac Solutions Limited,910 | Ultrasonic Flowmeter | 02 Nos,New,Qualification,90,0.0,2025-12-01,Ahmed Al Bojbarah,,0,,,2025-12-01,Open,Business Unit: Trading | End User: Enerfac Solutions Limited | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 25.0% / 0.00 | Delivery: 2025-07-30 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Gross value missing; Assigned To missing
SS-25-0108,Marafiq,"Upgradation of STG#21,22 & 23 TCS (HMI & Historian) in Yanbu",Upgrade,Proposal,70,15000000.0,2025-11-01,,Rania,0,,,2025-11-01,Open,"Business Unit: Project | End User: Marafiq | Industry: Power & Water | Original Stage: Firm | Forecast GM: 15.0% / 1,500,000.00 | Delivery: 2025-07-15 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Source GM value differs materially from Gross × GM %; Salesman missing"
SS-25-0107,Advanced industrial model Company AIM,Supply PLC & Power SIEMENS,New,Lost,70,0.0,2025-10-01,Shady Moussa,Nishar,0,,,2025-10-01,Lost,Business Unit: Trading | End User: Advanced industrial model Company AIM | Industry: Power & Water | Original Stage: Lost | Forecast GM: 30.0% / 0.00 | Delivery: 2025-11-11 | Must Win: Yes | Quality: Gross value missing
SS-25-0106,Advanced industrial model Company AIM,Supply instruments & valves,New,Lost,70,0.0,2025-10-01,Shady Moussa,Nishar,0,,,2025-10-01,Lost,Business Unit: Trading | End User: Advanced industrial model Company AIM | Industry: Power & Water | Original Stage: Canceled | Forecast GM: 30.0% / 0.00 | Delivery: 2025-11-18 | Must Win: Yes | Quality: Gross value missing
SS-25-0105,Barq Al Mostaqbal Co.,Supply intrument,New,Lost,70,0.0,2025-10-01,Shady Moussa,Nishar,0,,,2025-10-01,Lost,Business Unit: Trading | End User: SWCC | Industry: Power & Water | Original Stage: Canceled | Forecast GM: 30.0% / 0.00 | Delivery: 2025-11-12 | Must Win: Yes | Quality: Gross value missing
SS-25-0104,Zamil Offshore Construction Ltd,"RFQ - LB1,3,6 - ELECTRICAL",New,Lost,40,7412.0,2025-12-01,Shady Moussa,Nishar,0,,,2025-12-01,Lost,"Business Unit: Trading | End User: Zamil Offshore Construction Ltd | Industry: Oil & Gas | Original Stage: Lost | Forecast GM: 30.0% / 2,223.60 | Delivery: 2025-11-11 | Must Win: Yes"
SS-25-0103,Aramco,Instrumentation scope for (Plant 340 Pumps (G-1A B) installa,New,Qualification,70,0.0,2025-01-01,Ahmed Al Bojbarah,Nishar,0,,,2025-01-01,Open,Business Unit: Trading | End User: Aramco | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 25.0% / 0.00 | Delivery: 2025-12-25 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Gross value missing
SS-25-0102,Zamil Offshore Construction Ltd,RFQ - LB1 - PR# 184799,New,Lost,40,2206.0,2025-12-01,Shady Moussa,Nishar,0,,,2025-12-01,Lost,Business Unit: Trading | End User: Zamil Offshore Construction Ltd | Industry: Oil & Gas | Original Stage: Lost | Forecast GM: 30.0% / 661.80 | Delivery: 2025-07-07 | Must Win: Yes
SS-25-0101,Zamil Offshore Construction Ltd,RFQ - LB6 - PR# 184040 - Schneider,New,Lost,40,11000.0,2025-12-01,Shady Moussa,Nishar,0,,,2025-12-01,Lost,"Business Unit: Trading | End User: Zamil Offshore Construction Ltd | Industry: Oil & Gas | Original Stage: Lost | Forecast GM: 30.0% / 3,300.00 | Delivery: 2025-07-07 | Must Win: Yes"
SS-25-0099,Service on Biffi actuator,,Replacement,Qualification,90,0.0,2024-09-01,Abdullah Lardhi,Abdulla,0,,,2024-09-01,Open,Business Unit: Service | End User: Service on Biffi actuator | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 65.0% / 0.00 | Delivery: 2025-07-07 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Deal Name missing; Gross value missing
SS-25-0098,EISENMANN SAUDI ARABIA Industrial,Supply gas analyser flammable and toxic and oxygen gases,New,Lost,70,28080.0,2025-10-01,Shady Moussa,Nishar,0,,,2025-10-01,Lost,"Business Unit: Trading | End User: CEER | Industry: Materials | Original Stage: Lost | Forecast GM: 30.0% / 8,424.00 | Delivery: 2025-11-01 | Must Win: Yes"
SS-25-0097,Tepco,SIRI assessment,New,Proposal,90,30000.0,2025-09-01,Abdullah Lardhi,Abdulla Lardhi,0,,PO under process,2025-09-01,Open,"Business Unit: Service | End User: Tepco | Industry: Materials | Original Stage: Firm | Forecast GM: 85.0% / 8,500.00 | Delivery: 2025-11-25 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Source GM value differs materially from Gross × GM %"
SS-25-0096,REQ - 910 | Ultrasonic Flowmeter | 02 Nos,Ultrasonic Flowmeter,New,Proposal,70,150000.0,2024-12-01,Basith Ahmed,Rania,0,,,2024-12-01,Open,"Business Unit: Trading | End User: REQ - 910 | Ultrasonic Flowmeter | 02 Nos | Industry: Petrochemical | Original Stage: Firm | Forecast GM: 20.0% / 30,000.00 | Delivery: 2026-07-14 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User"
SS-25-0095,Ash Sharqiyah Operation and Maintenance Co. LLC,Calibreration Qsonic and replace spare parts,New,Qualification,70,318837.0,2027-02-01,Shady Moussa,Nishar,0,,,2027-02-01,Open,"Business Unit: Trading | End User: ARAMCO | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 30.0% / 572,380.29 | Delivery: 2025-06-05 | Must Win: Yes | Quality: Source GM value differs materially from Gross × GM %"
SS-25-0094,Aramco-Saudi Arabian Oil Company,Supply & Install Q.SONIC Flow meters & FC,New,On Hold,70,9505162.51,2027-05-01,Shady Moussa,Rania,0,,,2027-05-01,On Hold,"Business Unit: Project | End User: Aramco-Saudi Arabian Oil Company | Industry: Oil & Gas | Original Stage: On-Hold | Forecast GM: 35.0% / 34,380,375.00 | Delivery: 2027-03-04 | Must Win: Yes | Quality: Source GM value differs materially from Gross × GM %"
SS-25-0093,Shedgum Gas Compression Pipeline - Package-3,RFQ-SFGC- PKG3-033 SUPPLY OF FIELD INSTRUMENTS,New,Proposal,20,3210000.0,2026-08-01,Abdullah Lardhi,Rania,0,,,2026-08-01,Open,"Business Unit: Trading | End User: Shedgum Gas Compression Pipeline - Package-3 | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 7.0% / 210,000.00 | Delivery: 2027-06-16 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Source GM value differs materially from Gross × GM %"
SS-25-0092,AL MEER,Replacement of transducer-N2 metric skid flowmeter,New,Lost,70,113254.97,2026-02-01,Shady Moussa,Rania,0,,,2026-02-01,Lost,"Business Unit: Trading | End User: Aramco | Industry: Oil & Gas | Original Stage: Canceled | Forecast GM: 25.0% / 28,313.74 | Delivery: 2025-08-03 | Must Win: Yes"
SS-25-0091,Eman Future Trading Company,DM 40R25-40,Replacement,Qualification,70,8070.0,2025-12-01,Ahmed Al Bojbarah,Rania,0,,,2025-12-01,Open,"Business Unit: Trading | End User: Eman Future Trading Company | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 30.0% / 2,421.00 | Delivery: 2025-12-25 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User"
SS-25-0090,Saudi Electricity Company-SEC,"Rfx No. 4000082056 , Test Calib &Rep of Gas Flowmeters at SE",New,Lost,70,0.0,2025-12-01,Shady Moussa,Rania,0,,,2025-12-01,Lost,Business Unit: Trading | End User: Saudi Electricity Company-SEC | Industry: Power & Water | Original Stage: Canceled | Forecast GM: 25.0% / 0.00 | Delivery: 2026-01-15 | Must Win: Yes | Quality: Gross value missing
SS-25-0089,Fixed Gas Detector,,New,Qualification,90,650000.0,2025-09-01,Abdullah Lardhi,Rania,0,,,2025-09-01,Open,"Business Unit: Trading | End User: Fixed Gas Detector | Industry: Chemical | Original Stage: Budgetary | Forecast GM: 20.0% / 45,000.00 | Delivery: 2025-06-19 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Deal Name missing; Source GM value differs materially from Gross × GM %"
SS-25-0088,Royal commissiong,,New,Proposal,90,15000.0,2025-06-01,Abdullah Lardhi,Abdulla,0,,,2025-06-01,Open,"Business Unit: Service | End User: Royal commissiong | Industry: Materials | Original Stage: Firm | Forecast GM: 45.0% / 10,000.00 | Delivery: 2025-06-19 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Deal Name missing; Source GM value differs materially from Gross × GM %"
SS-25-0087,sa7733mt25,,New,Proposal,70,250000.0,2025-08-01,Abdullah Lardhi,Rania,0,,,2025-08-01,Open,"Business Unit: Trading | End User: sa7733mt25 | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 20.0% / 50,000.00 | Delivery: 2025-06-18 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Deal Name missing"
SS-25-0086,SABIC- Ibn zahr,,New,Qualification,90,500000.0,2026-08-01,,Rania,0,,,2026-08-01,Open,"Business Unit: Trading | End User: SABIC- Ibn zahr | Industry: Petrochemical | Original Stage: Budgetary | Forecast GM: 15.0% / 75,000.00 | Delivery: 2027-05-11 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Deal Name missing; Salesman missing"
SS-25-0085,Saudi Water Partner Company (SWPC),Field instrument for RIYADH-QASSIM INDEPENDENT WATER TRANSMI,New,Qualification,70,800000.0,2025-12-01,Ahmed Al Bojbarah,Rania,0,,,2025-12-01,Open,"Business Unit: Project | End User: Saudi Water Partner Company (SWPC) | Industry: Power & Water | Original Stage: Budgetary | Forecast GM: 20.0% / 250,000.00 | Delivery: 2025-12-25 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Source GM value differs materially from Gross × GM %"
SS-25-0084,Maaden Aluminium Company,AFV Spare parts,New,Awarded,70,13614.9,2025-05-01,Shady Moussa,Rania,0,,,2025-05-01,Won,"Business Unit: Trading | End User: Maaden Aluminium Company | Industry: Oil & Gas | Original Stage: Won | Forecast GM: 30.0% / 4,084.47 | Delivery: 2025-12-31 | Must Win: Yes"
SS-25-0083,SABIC,Supply E & H Folw Meter & Transmitter,New,Lost,70,0.0,2025-08-01,Shady Moussa,Rania,0,,,2025-08-01,Lost,Business Unit: Trading | End User: SABIC | Industry: Oil & Gas | Original Stage: Canceled | Forecast GM: 30.0% / 0.00 | Delivery: 2025-09-10 | Must Win: Yes | Quality: Gross value missing
SS-25-0082,,5500745642,New,Proposal,90,1500.0,2025-01-01,Khalid Al Sayari,Abdulla,0,,,2025-01-01,Open,Business Unit: Trading | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 30.0% / 450.00 | Delivery: 2025-10-05 | Must Win: Yes | Quality: Customer Name and End User missing
SS-25-0081,,Siemens Spares,New,Qualification,90,0.0,2025-08-01,,Rania,0,,,2025-08-01,Open,Business Unit: Trading | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 35.0% / 0.00 | Delivery: 2025-06-03 | Must Win: Yes | Quality: Customer Name and End User missing; Gross value missing; Salesman missing
SS-25-0080,,"ITS Intelligent Transportation System for ""Development of Je",New,Proposal,40,56700000.0,2025-12-01,,Rania,0,,,2025-12-01,Open,"Business Unit: Project | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 5.0% / 2,700,000.00 | Delivery: 2025-06-02 | Must Win: Yes | Quality: Customer Name and End User missing; Salesman missing"
SS-25-0079,ARAMCO,REPLACE BMS AT CDC,New,Proposal,70,3522309.55,2025-09-01,,Rania,0,,,2025-09-01,Open,"Business Unit: Project | End User: ARAMCO | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 20.0% / 704,461.91 | Delivery: 2025-06-02 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Salesman missing"
SS-25-0078,,Supply of pressuer gauge,New,Proposal,70,160500.0,2025-07-01,Ahmed Al Bojbarah,Rania,0,,,2025-07-01,Open,"Business Unit: Trading | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 20.0% / 32,100.00 | Delivery: 2025-09-22 | Must Win: Yes | Quality: Customer Name and End User missing"
SS-25-0077,,Warranty extension,New,Proposal,90,3000.0,2024-06-01,Abdullah Lardhi,Nishar,0,,,2024-06-01,Open,"Business Unit: Service | Industry: Petrochemical | Original Stage: Firm | Forecast GM: 15.0% / 1,500.00 | Delivery: 2025-06-24 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-25-0076,,PLC programming,Upgrade,Proposal,90,25000.0,2024-06-01,Abdullah Lardhi,Rania,0,,,2024-06-01,Open,"Business Unit: Service | Industry: Materials | Original Stage: Firm | Forecast GM: 80.0% / 20,000.00 | Delivery: 2025-06-01 | Must Win: Yes | Quality: Customer Name and End User missing"
SS-25-0075,Aramco,IMI 2030 - Material Prices - ​​HULL AND CANTILEVER INSTRUME,New,Qualification,90,0.0,2025-12-01,Ahmed Al Bojbarah,Nishar,0,,,2025-12-01,Open,"Business Unit: Trading | End User: Aramco | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 20.0% / 1,600,000.00 | Delivery: 2025-12-16 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Gross value missing"
SS-25-0074,SEC,"Upgrading of SPP Stage II DCS, Unit and BOP PLCs",Replacement,Lost,70,0.0,2026-01-01,Shady Moussa,MOHAMED SALIMKHAN,0,,Project will be under TCO but handled by Saudi Sensing and to work with Yokogawa,2026-01-01,Lost,"Business Unit: Project | End User: SEC- Shoaiba PP | Industry: Power & Water | Original Stage: Canceled | Forecast GM: 20.0% / 7,500,000.00 | Delivery: 2027-12-19 | Must Win: Yes | Quality: Gross value missing"
SS-25-0073,,SA7755MT25 (Q5-115),New,Proposal,70,18000.0,2025-08-01,Abdullah Lardhi,Nishar,0,,,2025-08-01,Open,"Business Unit: Trading | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 25.0% / 4,500.00 | Delivery: 2026-03-11 | Must Win: No | Quality: Customer Name and End User missing"
SS-25-0072,Zamil Offshore Construction Ltd,RFQ - LB9 - PR#177137 - Siemens,New,Lost,70,0.0,2025-07-01,Shady Moussa,Rania,0,,,2025-07-01,Lost,Business Unit: Trading | End User: Zamil Offshore Construction Ltd | Industry: Oil & Gas | Original Stage: Canceled | Forecast GM: 30.0% / 0.00 | Delivery: 2025-08-31 | Must Win: No | Quality: Gross value missing
SS-25-0071,Al Manhal Waters Factory Company,Al Manhal Waters Factory Company,New,Lost,70,78000.0,2026-02-01,Shady Moussa,Rania,0,,,2026-02-01,Lost,"Business Unit: Service | End User: Al Manhal Waters Factory Company | Industry: Food & Beverage | Original Stage: Canceled | Forecast GM: 400.0% / 312,000.00 | Delivery: 2026-03-04 | Must Win: Yes"
SS-25-0070,Al Manhal Waters Factory Company,Supply SIEMENS Spare Products,New,Lost,70,77913.95,2026-02-01,Shady Moussa,Nishar,0,,,2026-02-01,Lost,"Business Unit: Trading | End User: Al Manhal Waters Factory Company | Industry: Food & Beverage | Original Stage: Canceled | Forecast GM: 35.0% / 175,566.04 | Delivery: 2025-02-10 | Must Win: Yes | Quality: Source GM value differs materially from Gross × GM %"
SS-25-0069,Gulf Cryo Saudi for Industrial & Medical Gases Company,PRE-FEED FOR SPARK PHASE 1-A (H2 TECHNOLOGIES CENTER & GAS P,New,Qualification,70,1200000.0,2025-11-01,Mohammed Nishar,Nishar,0,,,2025-11-01,Open,"Business Unit: Trading | End User: Gulf Cryo Saudi for Industrial & Medical Gases Company | Industry: Materials | Original Stage: Budgetary | Forecast GM: 20.0% / 1,200,000.00 | Delivery: 2026-06-15 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Source GM value differs materially from Gross × GM %"
SS-25-0068,Allamaa Factory,Building-Up Control System Of Glass Painting Machine,New,Lost,70,49875.66,2025-12-01,Shady Moussa,Rania,0,,,2025-12-01,Lost,"Business Unit: Project | End User: Allamaa Factory | Industry: Materials | Original Stage: Canceled | Forecast GM: 30.0% / 14,962.70 | Delivery: 2026-01-15 | Must Win: Yes"
SS-25-0067,SEC-ARAR-RAFHA-AL JOUF PP,Overfill Protection System & Tank Gauging,Upgrade,Qualification,40,3200000.0,2026-06-01,Basith Ahmed,Shady Mousa,0,,Made site visit and budgetary proposal to be submit before 29 May 2025.,2026-06-01,Open,"Business Unit: Project | End User: SEC-ARAR-RAFHA-AL JOUF PP | Industry: Power & Water | Original Stage: Budgetary | Forecast GM: 20.0% / 640,000.00 | Delivery: 2027-08-31 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User"
SS-25-0066,Saudi Iron & Steel company (Hadeed),SUPPLY SWITCH LEVEL E&H,New,Lost,70,0.0,2025-08-01,Shady Moussa,RANIA,0,,,2025-08-01,Lost,Business Unit: Trading | End User: Saudi Iron & Steel company (Hadeed) | Industry: Petrochemical | Original Stage: Canceled | Forecast GM: 30.0% / 0.00 | Delivery: 2025-09-10 | Must Win: Yes | Quality: Gross value missing
SS-25-0065,,5500738168,Replacement,Proposal,40,468750.0,2025-06-01,Abdullah Lardhi,Rania,0,,,2025-06-01,Open,"Business Unit: Project | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 25.0% / 93,750.00 | Delivery: 2025-12-31 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-25-0064,,6000480450,Replacement,Proposal,70,600000.0,2025-06-01,Khalid Al Sayari,Khalid,0,,,2025-06-01,Open,"Business Unit: Trading | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 10.0% / 60,000.00 | Delivery: 2025-12-31 | Must Win: Yes | Quality: Customer Name and End User missing"
SS-25-0063,Advanced industrial model Company AIM,Supply conductivity & PH sensor with cables,New,Lost,70,0.0,2025-06-01,Shady Moussa,Nishar,0,,,2025-06-01,Lost,Business Unit: Trading | End User: NEOM | Industry: Power & Water | Original Stage: Canceled | Forecast GM: 30.0% / 0.00 | Delivery: 2025-06-30 | Must Win: Yes | Quality: Gross value missing
SS-25-0062,Advanced industrial model Company AIM,Supply conductivity & PH sensor with cables,New,Lost,70,0.0,2025-06-01,Shady Moussa,Nishar,0,,,2025-06-01,Lost,Business Unit: Trading | End User: NEOM | Industry: Power & Water | Original Stage: Canceled | Forecast GM: 30.0% / 0.00 | Delivery: 2025-06-30 | Must Win: Yes | Quality: Gross value missing
SS-25-0061,Aramco Karan,4203212363,Replacement,Proposal,70,117875.0,2025-11-01,Khalid Al Sayari,Khalid,0,,,2025-11-01,Open,"Business Unit: Trading | End User: Aramco Karan | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 15.0% / 15,375.00 | Delivery: 2026-08-25 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Source GM value differs materially from Gross × GM %"
SS-25-0060,Yansab,5500729509,Replacement,Proposal,70,850000.0,2025-08-01,Basith Ahmed,Rania,0,,,2025-08-01,Open,"Business Unit: Project | End User: Yansab | Industry: Petrochemical | Original Stage: Firm | Forecast GM: 25.0% / 162,500.00 | Delivery: 2026-04-28 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Source GM value differs materially from Gross × GM %"
